GEOID,B15002e3-y,B15002e4-y,B15002e5-y,B15002e6-y,B15002e7-y,B15002e8-y,B15002e9-y,B15002e10-y,B15002e11-y,B15002e12-y,B15002e13-y,B15002e14-y,B15002e15-y,B15002e16-y,B15002e17-y,B15002e18-y,B15002e20-y,B15002e21-y,B15002e22-y,B15002e23-y,B15002e24-y,B15002e25-y,B15002e26-y,B15002e27-y,B15002e28-y,B15002e29-y,B15002e30-y,B15002e31-y,B15002e32-y,B15002e33-y,B15002e34-y,B15002e35-y
15000US060014065002,18,0,1,44,0,0,0,49,168,0,50,23,0,8,0,0,31,0,42,0,0,0,0,14,87,0,38,61,127,21,0,0
15000US060014065003,94,59,63,48,27,29,17,26,183,31,108,8,168,0,16,0,33,59,61,38,30,25,1,7,77,24,99,18,69,12,0,0
15000US060014065004,0,0,10,16,52,0,22,41,143,26,70,7,39,10,0,19,8,0,21,27,38,6,0,12,61,27,143,6,36,51,0,0
15000US060014066011,20,5,1,0,0,4,1,40,37,26,55,1,24,8,0,0,36,0,0,48,0,0,9,11,54,30,82,8,69,0,0,0
15000US060014066012,27,15,0,0,0,0,22,0,193,21,214,15,65,28,0,0,31,13,7,0,0,0,0,0,145,0,122,71,80,13,0,0
15000US060014066013,68,0,35,22,7,0,43,10,110,20,110,14,88,25,12,17,77,0,75,35,0,0,0,52,113,0,66,62,109,37,0,0
15000US060014066014,8,9,12,0,0,0,0,39,35,27,34,0,12,15,0,0,10,0,0,0,0,0,14,13,9,0,44,14,19,19,0,0
15000US060014066021,9,33,9,0,0,20,0,20,75,55,61,22,70,31,13,7,50,0,0,4,0,0,62,0,53,29,53,14,134,17,7,7
15000US060014066022,23,28,52,8,10,0,0,39,78,19,152,15,77,21,7,0,31,7,20,28,0,37,7,26,130,34,73,27,80,3,5,0
15000US060014067001,0,0,0,0,0,0,1,0,69,0,35,16,123,120,0,22,0,0,14,0,0,0,0,0,60,0,38,21,122,113,27,14
15000US060014067002,0,10,0,0,0,0,0,0,0,15,27,17,93,45,14,16,0,0,0,0,0,0,0,8,0,0,13,0,51,78,0,17
15000US060014067003,32,0,0,55,0,0,0,0,60,51,169,67,133,71,15,0,17,0,67,67,0,15,0,38,72,38,30,67,174,73,0,15
15000US060014067004,0,0,0,0,0,0,0,0,58,23,23,13,41,63,6,16,0,0,0,0,0,0,0,39,8,0,24,0,118,67,31,0
15000US060014067005,22,0,0,0,0,0,0,0,45,15,0,0,43,17,0,26,21,0,0,0,0,0,0,0,0,0,56,0,50,57,14,0
15000US060014068001,0,0,0,0,7,0,0,0,27,10,36,23,88,48,18,13,0,0,0,0,0,0,0,0,11,0,31,22,113,61,8,0
15000US060014068002,1,0,26,0,0,0,0,6,16,0,24,12,58,52,38,13,30,0,0,27,0,0,1,0,15,10,34,10,83,45,30,35
15000US060014068003,13,0,35,0,0,0,35,0,16,17,83,7,69,43,0,0,45,0,33,5,7,0,0,0,18,16,105,29,63,81,16,21
15000US060014068004,0,0,12,0,0,10,0,12,84,0,54,0,62,98,0,0,20,0,0,0,10,0,36,43,37,55,75,6,45,46,8,21
15000US060014069001,0,0,0,0,0,0,0,0,8,8,25,31,59,55,0,0,0,0,0,0,0,0,0,0,23,0,10,0,62,67,35,18
15000US060014069002,8,9,0,0,0,0,0,13,30,62,85,84,194,53,10,27,8,0,19,0,0,8,0,0,113,9,56,46,162,126,11,10
15000US060014069003,0,8,0,0,13,10,0,41,136,34,125,6,90,21,10,0,32,0,7,12,20,0,0,19,234,0,172,55,140,50,0,16
15000US060014070001,0,0,31,46,0,0,23,11,74,22,24,0,36,32,0,0,5,0,30,16,45,0,0,49,107,21,99,0,0,21,0,0
15000US060014070002,93,0,5,40,0,0,7,6,63,109,46,76,46,28,17,0,5,38,5,5,14,7,15,0,88,25,251,0,18,53,43,0
15000US060014070003,0,0,72,45,0,0,18,6,0,42,14,23,0,0,36,35,10,7,34,35,0,0,0,0,70,58,0,29,18,16,0,0
15000US060014070004,23,12,0,31,0,0,22,14,133,23,35,52,48,9,0,0,47,49,10,29,14,0,39,0,104,69,37,61,38,0,0,27
15000US060014070005,2,55,11,0,0,16,0,16,124,0,0,1,12,7,38,0,105,0,39,0,0,16,0,16,165,0,0,11,16,18,0,0
15000US060014071011,56,22,80,0,44,9,4,29,124,10,95,54,106,11,9,11,21,0,24,17,90,0,16,21,71,21,30,0,163,0,11,0
15000US060014071012,20,0,36,13,24,0,18,48,194,25,50,39,43,0,15,0,8,0,71,25,22,69,0,47,135,9,77,53,73,14,8,0
15000US060014071021,95,9,10,34,0,21,17,31,182,44,103,11,59,2,8,26,0,34,23,38,0,0,0,0,97,44,42,31,101,56,0,23
15000US060014071022,7,8,0,48,0,8,9,11,77,27,38,7,114,16,10,0,7,0,14,22,9,0,13,0,77,10,48,3,66,7,3,1
15000US060014071023,46,0,0,0,0,42,12,0,92,10,22,8,10,5,7,0,18,0,0,0,0,8,29,17,66,0,30,26,27,9,17,7
15000US060014071024,0,0,0,0,28,0,10,23,13,13,31,31,11,0,4,0,16,0,9,0,0,36,15,36,0,0,40,64,21,26,0,0
15000US060014072001,25,16,56,50,18,7,38,20,103,0,22,0,39,0,0,0,36,0,98,47,0,0,24,49,81,38,62,27,70,0,0,6
15000US060014072002,27,0,86,9,42,21,39,1,62,7,0,9,0,0,0,6,9,0,46,63,24,0,73,16,50,41,11,18,25,0,0,0
15000US060014072003,38,4,0,49,0,32,5,0,60,20,27,17,39,33,0,0,16,8,43,35,0,20,0,9,75,13,36,31,87,3,4,0
15000US060014072004,147,0,34,68,21,0,105,31,135,71,111,25,48,43,0,0,128,19,111,28,33,0,19,14,187,42,54,34,77,61,0,0
15000US060014073001,43,32,57,10,19,0,7,41,106,32,67,0,56,5,0,0,28,33,30,18,16,9,11,10,87,5,107,36,67,2,0,0
15000US060014073002,16,11,106,11,0,0,10,16,31,0,119,5,104,86,0,35,11,17,60,0,0,5,0,0,46,6,68,31,59,20,0,0
15000US060014074001,92,75,79,12,38,0,11,10,112,39,108,21,22,8,0,0,74,51,40,14,13,38,0,13,91,33,72,60,42,62,14,0
15000US060014074002,88,6,41,46,0,0,0,19,92,23,34,0,36,0,0,0,60,17,44,0,37,0,0,17,123,33,67,96,19,0,0,0
15000US060014074003,83,19,33,40,17,6,33,22,52,16,44,0,15,0,0,0,90,13,0,16,17,0,23,9,53,7,29,7,16,0,0,0
15000US060014075001,13,7,10,0,13,0,59,26,32,0,37,0,19,0,0,0,8,0,6,4,0,18,0,28,39,16,96,49,4,0,0,0
15000US060014075002,82,55,167,79,19,15,34,8,74,6,38,66,0,39,0,0,31,32,176,43,38,50,68,21,137,0,150,0,88,9,7,0
15000US060014075003,0,0,0,0,0,34,23,0,58,26,83,21,4,0,0,4,0,0,9,0,7,0,0,0,30,0,32,15,41,0,0,0
15000US060014076001,0,0,0,0,0,0,0,0,72,31,132,99,92,0,27,0,0,34,0,0,0,0,0,0,67,0,110,115,137,57,63,0
15000US060014076002,14,0,0,0,16,11,11,0,42,97,36,19,57,0,0,0,27,0,0,0,14,0,47,0,21,22,48,53,132,0,0,0
15000US060014076003,26,21,0,0,27,0,0,33,37,0,59,10,13,0,0,0,57,34,25,15,0,0,0,0,46,10,56,48,42,0,0,0
15000US060014076004,80,51,95,0,116,0,30,0,128,35,103,0,0,16,0,14,40,0,49,0,39,0,73,57,160,40,71,36,24,0,0,33
15000US060014076005,40,0,0,0,0,0,7,0,82,14,85,39,32,17,0,0,31,0,0,0,0,0,0,25,74,12,55,43,76,31,33,0
15000US060014077001,14,2,32,0,0,7,8,9,139,44,122,26,73,53,8,0,0,0,0,13,0,19,24,5,107,24,145,30,0,128,35,0
15000US060014077002,10,0,0,0,0,0,0,14,66,10,57,51,100,57,0,0,9,0,0,13,0,0,0,0,69,6,96,33,97,101,13,29
15000US060014077003,0,0,0,0,0,0,0,14,26,25,76,0,116,43,5,0,0,0,0,0,0,0,9,9,21,10,78,27,81,78,8,10
15000US060014077004,12,0,0,0,0,0,6,8,50,10,49,26,121,33,10,0,0,0,0,0,0,0,0,14,59,32,33,12,91,66,10,0
15000US060014078001,0,0,0,0,0,0,0,18,16,16,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,15,5,0,0
15000US060014078002,11,0,4,0,0,0,0,0,78,11,55,4,105,18,11,0,0,0,0,0,0,0,13,0,45,22,80,11,163,79,12,39
15000US060014078003,5,0,0,33,0,0,0,26,30,14,26,10,66,7,0,3,4,0,3,29,0,0,0,22,24,14,98,10,26,68,5,3
15000US060014079001,0,0,7,0,0,0,0,0,0,0,41,31,50,48,0,10,0,0,0,9,8,0,0,0,9,9,53,21,117,73,11,0
15000US060014079002,10,0,30,10,0,11,0,0,61,0,28,42,114,44,0,0,11,0,28,7,0,0,0,0,39,78,78,13,80,113,36,0
15000US060014079003,0,0,50,0,0,0,0,0,71,0,68,35,75,79,10,19,0,0,58,0,0,0,0,0,78,0,62,21,84,143,28,18
15000US060014080001,0,0,0,0,0,0,0,0,36,12,16,9,90,94,39,17,0,0,0,0,0,5,0,13,17,0,34,6,97,82,10,34
15000US060014080002,9,0,0,0,0,0,22,5,57,20,48,52,175,118,54,61,19,6,0,0,0,0,4,0,36,38,54,23,200,166,60,42
15000US060014081001,0,0,0,0,3,0,0,0,17,43,72,11,169,68,74,58,0,0,16,0,0,0,0,11,56,15,95,0,108,82,53,61
15000US060014081002,12,0,0,0,0,0,0,34,96,30,201,65,512,179,26,53,13,0,0,11,0,0,0,75,168,24,253,28,396,342,37,68
15000US060014081003,0,0,0,0,0,0,0,0,50,47,151,26,157,15,0,13,0,0,0,0,0,29,0,49,66,24,27,29,149,58,43,14
15000US060014081004,0,0,0,33,0,13,0,0,0,0,88,23,90,12,49,14,0,0,16,0,0,0,0,17,0,15,19,0,115,71,30,1
15000US060014082001,9,25,0,5,0,0,0,0,83,9,101,23,153,10,30,17,0,12,0,0,6,0,0,20,58,32,129,54,178,67,32,27
15000US060014082002,0,0,0,0,10,0,28,12,164,32,127,21,115,34,33,9,0,0,0,6,21,23,0,0,88,68,204,117,107,40,20,0
15000US060014082003,0,0,11,0,0,10,0,0,43,17,42,43,61,6,0,25,12,0,0,0,0,10,36,41,36,9,95,43,57,19,8,0
15000US060014083001,14,0,0,0,0,29,0,0,115,35,12,0,6,5,8,0,16,0,0,0,6,18,0,0,9,22,13,15,27,39,10,0
15000US060014083002,0,13,0,0,0,7,0,0,70,13,124,16,48,56,25,0,6,13,0,0,0,0,0,0,23,18,46,37,88,144,28,9
15000US060014083003,0,0,0,0,13,0,0,0,56,12,53,33,75,66,28,0,0,0,0,0,0,0,0,0,31,0,70,17,236,98,0,15
15000US060014083004,0,0,26,30,19,32,35,0,60,38,225,23,19,34,0,78,0,0,80,0,0,8,12,0,61,72,178,37,31,0,0,0
15000US060014083005,16,0,0,0,13,34,0,16,21,24,23,9,13,0,6,0,0,0,0,0,9,27,0,0,86,5,31,0,40,9,11,6
15000US060014084001,23,52,50,0,71,0,0,13,107,62,15,0,17,41,0,0,41,64,26,0,0,0,0,0,108,10,54,21,74,19,0,0
15000US060014084002,0,7,25,0,0,0,0,10,40,14,14,0,10,9,0,0,0,0,22,10,0,0,24,0,91,40,0,23,22,0,11,0
15000US060014084003,0,0,0,0,25,21,0,0,37,44,100,11,29,68,0,4,25,0,0,0,0,0,51,0,59,24,53,31,48,13,0,6
15000US060014085001,0,0,0,33,12,20,0,11,124,10,0,19,31,0,0,0,25,0,29,15,0,11,10,51,17,0,99,22,39,33,0,0
15000US060014085002,0,39,34,2,22,0,0,34,104,14,38,23,15,0,0,10,20,20,0,0,17,21,11,28,113,0,58,11,27,24,0,0
15000US060014085003,0,0,47,23,13,0,24,7,57,0,46,31,10,0,0,0,9,40,20,0,0,0,15,7,37,9,53,15,23,0,12,0
15000US060014085004,10,0,0,0,0,0,0,19,108,14,61,44,9,0,0,0,17,0,0,21,0,11,0,14,54,9,115,20,37,0,0,0
15000US060014085005,6,6,82,0,19,0,2,59,118,18,5,36,11,17,6,0,50,0,37,2,53,0,0,37,125,27,17,30,50,6,0,0
15000US060014086001,0,0,0,0,0,12,20,39,176,16,136,12,0,0,0,0,8,7,34,0,0,19,19,49,154,38,201,49,26,52,0,0
15000US060014086002,0,12,18,0,112,38,0,50,113,44,52,20,31,9,0,0,21,10,13,0,47,0,0,0,110,49,157,22,29,12,0,0
15000US060014086003,62,0,214,78,0,27,0,20,144,21,37,17,31,0,7,0,29,0,106,0,24,58,12,69,38,0,48,45,0,0,0,0
15000US060014086004,8,33,0,0,22,0,34,35,11,0,56,0,0,0,0,0,3,0,0,0,32,0,0,24,10,17,66,0,19,19,0,0
15000US060014087001,17,0,0,0,13,0,0,0,79,18,19,0,61,17,25,0,11,0,0,0,0,42,85,0,57,47,53,66,65,0,23,0
15000US060014087002,14,0,16,36,37,0,88,49,153,0,52,37,24,0,0,12,0,0,14,17,45,0,14,0,178,11,107,60,74,0,0,0
15000US060014087003,58,0,0,0,0,21,0,97,95,28,83,0,35,0,0,0,34,0,23,0,15,0,0,56,60,0,135,11,0,0,46,0
15000US060014087004,0,0,0,0,53,0,44,0,21,0,71,0,0,0,0,0,0,0,32,0,30,0,0,0,130,31,0,0,0,0,0,0
15000US060014087005,31,19,47,19,117,22,13,37,92,0,19,52,0,32,0,0,38,0,0,12,32,19,56,0,34,10,37,60,65,0,32,0
15000US060014087006,0,0,81,25,0,0,0,0,100,43,43,0,0,0,0,0,0,0,42,15,38,0,0,0,160,28,37,84,48,17,0,18
15000US060014088001,36,43,92,46,0,18,24,66,126,0,60,0,10,22,0,0,23,0,129,34,22,8,31,51,115,0,65,0,10,0,0,0
15000US060014088002,11,0,0,0,23,0,0,10,95,0,68,0,0,0,0,0,0,0,24,11,0,11,35,17,71,41,108,0,9,0,0,0
15000US060014088003,11,9,0,12,20,33,0,0,84,6,20,10,0,0,0,0,33,22,0,0,34,38,50,10,100,20,73,30,0,0,0,0
15000US060014088004,31,8,48,31,158,25,30,31,197,11,32,10,16,0,0,0,80,0,85,0,65,59,8,33,224,53,111,38,17,5,0,0
15000US060014089001,17,18,19,4,14,0,22,50,140,13,43,7,13,22,0,0,30,26,20,41,0,19,31,36,110,10,79,20,12,0,0,0
15000US060014089002,11,8,25,3,38,3,26,68,153,3,117,15,25,2,0,12,14,9,55,10,0,13,9,32,200,5,117,26,37,0,0,0
15000US060014090001,12,48,32,0,23,23,15,41,170,59,94,45,71,0,0,0,5,35,45,16,22,14,0,14,208,5,68,32,28,0,0,0
15000US060014090002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000US060014090003,12,8,22,28,35,0,36,46,202,12,58,26,10,5,4,0,36,24,41,7,24,6,16,50,207,28,31,51,43,0,0,0
15000US060014090004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000US060014091001,8,80,16,0,25,0,11,12,114,51,39,5,18,0,0,0,21,9,35,29,9,10,7,10,110,15,44,20,42,9,0,0
15000US060014091002,48,10,23,5,6,6,30,20,53,12,19,33,19,0,0,0,62,9,6,17,2,13,71,17,70,15,65,24,31,5,0,0
15000US060014092001,21,29,11,6,10,25,20,64,155,41,91,54,42,17,0,0,16,10,59,33,0,27,22,58,284,73,83,43,62,0,0,0
15000US060014092002,11,23,9,37,12,9,16,27,135,36,55,5,23,4,0,5,17,44,10,27,27,5,7,47,18,26,80,22,30,8,0,0
15000US060014093001,6,22,28,0,34,57,27,38,101,10,117,0,7,10,0,0,11,0,53,8,64,10,0,54,42,53,111,72,38,10,0,0
15000US060014093002,52,26,0,0,0,13,0,12,168,26,20,23,51,0,0,0,42,35,12,0,36,19,0,0,78,11,99,17,27,0,0,0
15000US060014093003,0,5,8,18,19,0,0,0,90,15,40,13,27,0,6,0,13,0,7,33,18,0,10,0,89,31,43,6,43,0,0,0
15000US060014093004,0,2,67,1,12,0,52,29,122,24,9,4,27,0,0,0,22,36,0,0,9,25,0,83,56,24,56,0,16,0,0,0
15000US060014094001,16,5,6,26,0,0,7,19,120,0,19,11,12,0,0,0,36,5,52,18,19,54,0,0,40,0,0,0,12,0,14,0
15000US060014094002,48,0,46,39,31,9,0,54,189,71,79,0,28,35,1,0,21,0,65,53,62,14,26,47,183,9,84,28,55,73,9,10
15000US060014094003,40,0,34,16,46,11,44,23,73,17,65,9,32,0,0,0,24,14,16,0,20,0,17,74,78,17,57,7,38,9,0,0
15000US060014095001,14,4,45,5,0,0,17,11,120,22,59,6,8,10,0,0,39,16,15,13,11,15,73,17,124,16,119,14,36,10,0,0
15000US060014095002,12,18,33,16,22,28,9,52,98,15,80,0,36,0,0,0,33,4,43,0,32,18,41,53,78,29,5,37,20,0,0,0
15000US060014095003,18,52,24,35,15,53,14,19,66,17,11,0,28,0,1,0,16,38,53,5,0,0,25,5,50,27,94,0,26,0,0,0
15000US060014096001,0,0,97,37,9,17,9,21,31,0,31,0,22,9,0,0,14,0,32,15,0,11,0,156,112,0,72,19,16,0,0,0
15000US060014096002,2,0,0,12,0,0,5,18,59,27,17,7,13,0,0,0,2,25,0,19,8,0,5,32,31,37,55,2,36,0,0,0
15000US060014096003,0,0,47,0,0,0,0,17,138,0,41,0,0,10,7,0,0,0,0,18,22,0,0,6,67,7,41,33,10,0,10,0
15000US060014096004,6,0,13,24,31,0,0,0,20,0,97,0,0,0,0,0,6,0,22,22,38,16,0,13,0,0,33,7,0,11,0,0
15000US060014096005,0,52,29,52,0,41,22,55,74,0,45,0,0,0,11,0,4,8,68,101,0,12,0,55,94,0,112,22,0,0,0,0
15000US060014097001,8,0,0,17,8,6,0,28,32,7,85,8,27,0,0,0,8,0,22,12,21,41,14,46,22,22,19,21,18,15,0,0
15000US060014097002,17,36,72,5,20,0,39,8,189,31,80,0,4,0,0,0,52,0,64,21,0,46,15,21,269,29,153,36,18,0,0,0
15000US060014097003,11,79,21,0,0,7,7,7,150,0,0,16,5,28,0,0,0,50,20,10,0,0,15,0,126,21,92,27,35,21,0,0
15000US060014097004,18,10,17,18,15,8,35,9,54,0,64,9,58,8,0,0,34,9,27,0,13,0,9,31,51,25,69,39,16,17,0,0
15000US060014098001,0,0,0,26,0,0,0,27,21,13,68,33,20,16,9,8,0,0,0,25,0,0,0,0,60,25,88,88,57,31,8,9
15000US060014098002,0,11,0,0,16,0,36,21,125,24,134,37,94,0,10,18,0,10,41,33,2,0,12,9,126,61,168,40,32,38,0,18
15000US060014098003,0,0,0,11,23,0,20,29,26,0,83,21,23,0,10,0,13,0,0,0,12,0,0,11,70,23,21,14,13,66,10,14
15000US060014099001,0,0,0,0,0,0,0,0,27,33,65,13,62,10,0,15,0,0,13,0,0,17,0,20,51,0,60,0,116,40,7,0
15000US060014099002,14,0,0,0,0,0,0,12,9,0,88,4,45,34,0,11,0,0,0,0,3,0,0,6,26,15,92,24,55,54,0,21
15000US060014099003,16,12,0,0,0,0,16,12,58,0,93,42,90,38,42,27,0,0,19,0,0,0,15,0,79,31,72,10,188,51,24,66
15000US060014099004,0,0,0,11,0,0,0,0,10,28,63,10,116,36,20,26,0,0,0,0,0,0,0,0,28,7,0,21,114,104,44,7
15000US060014100001,0,0,0,0,0,0,10,0,19,11,21,18,90,75,18,17,0,0,0,0,0,48,0,0,64,29,163,0,97,26,25,0
15000US060014100002,0,0,0,0,0,22,0,26,130,32,139,51,144,161,63,15,0,0,0,0,0,0,0,0,94,77,165,144,322,138,55,0
15000US060014100003,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000US060014101001,12,8,0,12,0,0,61,0,112,11,84,28,70,23,7,4,5,0,0,0,6,0,0,17,128,20,98,65,84,30,16,5
15000US060014101002,7,0,0,20,5,0,20,4,88,25,90,26,69,16,0,4,0,1,0,19,0,0,22,24,165,37,154,49,78,8,17,0
15000US060014102001,20,0,56,0,55,0,0,33,135,17,31,0,19,15,0,0,15,25,22,0,0,0,0,86,186,9,101,13,34,42,0,1
15000US060014102002,7,0,13,0,0,36,27,0,112,0,117,0,15,0,0,0,0,0,0,0,12,0,0,0,148,9,129,12,29,29,8,0
15000US060014102003,0,5,0,0,11,0,0,6,68,42,80,28,50,0,0,0,5,0,0,0,30,0,20,0,55,22,65,38,72,0,0,0
15000US060014103001,0,13,0,9,0,18,14,45,62,18,46,0,0,8,0,0,5,6,8,3,0,0,0,6,51,4,37,5,7,5,0,0
15000US060014103002,2,4,28,20,30,9,48,51,107,16,35,8,7,5,0,0,2,21,49,25,19,47,10,52,88,33,43,14,58,0,4,0
15000US060014103003,24,0,55,20,37,0,18,28,141,8,10,14,20,0,0,0,22,0,33,43,47,0,37,47,142,12,49,49,11,0,0,0
15000US060014104001,0,0,102,22,15,14,12,0,141,0,62,0,53,0,0,0,0,32,22,0,22,0,14,0,189,39,58,48,23,24,0,0
15000US060014104002,9,51,11,0,0,0,14,31,152,23,46,50,52,10,0,0,16,0,50,26,5,13,0,0,82,35,101,81,121,8,7,0
15000US060014104003,13,46,47,0,9,19,6,16,133,0,31,71,107,10,9,0,12,44,19,0,37,54,0,20,60,38,222,62,53,64,23,0
15000US060014105001,1,1,0,9,1,16,9,5,147,21,193,35,93,35,6,5,31,0,8,9,31,41,28,65,142,74,230,78,100,34,0,0
15000US060014201001,0,0,0,0,0,5,0,21,13,9,30,22,90,75,18,48,0,0,0,0,0,0,4,12,24,11,27,13,129,104,28,5
15000US060014201002,0,0,0,0,0,0,5,0,4,4,17,4,66,26,38,30,0,12,0,0,0,0,4,5,16,0,4,11,79,74,26,7
15000US060014201003,0,10,0,0,0,0,10,0,16,5,17,7,79,51,36,13,0,0,0,0,0,0,0,0,56,0,10,14,98,72,0,7
15000US060014202001,0,0,3,3,0,0,0,3,0,33,18,11,141,69,0,104,0,14,0,13,0,0,0,10,28,15,21,43,165,105,64,39
15000US060014202002,0,0,0,0,0,0,0,0,45,24,102,15,119,23,6,20,0,0,0,0,0,0,0,0,54,0,30,31,59,120,10,32
15000US060014202003,0,0,0,0,0,0,0,0,21,0,15,0,76,55,7,51,0,0,0,0,0,0,0,0,12,0,47,11,91,83,0,71
15000US060014203001,0,0,0,41,0,0,0,0,45,0,46,0,108,76,73,102,0,0,0,0,0,0,55,0,0,0,40,15,262,129,8,48
15000US060014203002,0,0,0,0,0,42,0,0,13,8,40,32,265,184,109,67,0,0,18,0,0,0,0,19,9,47,36,83,335,161,66,53
15000US060014203003,0,0,0,0,0,0,0,2,78,10,0,0,133,47,0,14,0,0,0,0,0,0,0,0,0,0,143,40,65,65,24,19
15000US060014204001,10,0,0,0,0,11,0,22,9,16,66,25,238,304,51,225,8,0,0,0,0,0,0,0,22,16,67,102,387,384,9,113
15000US060014205001,0,0,8,0,0,0,0,10,8,0,34,31,79,39,17,21,0,0,0,0,0,0,0,5,17,17,57,42,114,72,9,8
15000US060014205002,0,0,0,8,15,0,6,0,64,6,30,28,163,66,39,56,0,6,0,0,16,0,17,0,71,12,44,30,260,132,27,21
15000US060014206001,0,0,0,0,0,0,0,0,30,0,33,30,99,100,9,68,0,0,0,0,0,0,0,0,11,0,34,10,128,165,40,30
15000US060014206002,0,0,0,0,0,0,0,0,0,19,17,49,95,44,87,11,0,0,0,0,0,0,0,0,28,0,20,10,128,97,31,0
15000US060014206003,0,20,0,0,0,0,0,6,0,0,32,0,103,106,16,11,0,0,13,0,0,14,0,0,16,0,61,6,131,104,34,18
15000US060014211001,0,0,0,0,0,0,0,11,14,12,18,5,94,64,47,62,0,0,0,0,0,11,0,0,17,7,6,30,57,110,22,53
15000US060014211002,0,0,0,0,0,0,0,8,18,15,15,4,114,128,74,131,0,0,5,0,0,0,0,8,6,0,29,34,180,178,63,51
15000US060014212001,0,8,0,0,0,0,0,0,0,0,16,0,62,105,21,21,0,0,0,0,0,0,0,7,8,0,19,18,58,84,22,42
15000US060014212002,0,0,0,0,0,0,0,0,4,0,11,0,132,182,95,74,0,0,0,0,0,0,0,0,26,0,19,0,191,175,51,90
15000US060014212003,0,0,0,0,0,0,0,0,0,0,18,0,103,119,35,52,0,0,0,18,0,0,0,0,0,6,8,14,124,110,26,39
15000US060014212004,0,0,0,0,0,0,0,0,7,0,19,0,113,78,13,19,0,0,0,0,0,0,0,0,8,12,23,13,109,72,47,33
15000US060014213001,0,0,0,0,0,0,0,0,65,7,8,9,113,79,25,90,0,0,0,0,0,0,0,0,6,10,13,21,120,87,42,64
15000US060014213002,9,0,0,0,0,0,0,0,10,34,36,0,203,162,8,45,0,0,0,0,0,0,0,13,31,8,52,12,222,179,24,21
15000US060014213003,0,0,0,0,0,0,0,0,19,50,0,0,62,56,64,83,0,0,0,0,0,0,0,0,0,0,7,0,119,204,15,25
15000US060014213004,0,0,0,0,0,0,0,0,0,0,40,10,72,79,14,60,0,0,0,0,13,0,0,0,14,0,36,10,126,57,21,42
15000US060014214001,0,12,0,0,0,0,0,0,23,4,31,10,89,74,78,38,5,0,0,0,0,0,0,0,5,7,18,13,199,100,31,36
15000US060014214002,0,0,0,0,0,0,0,0,12,12,17,12,37,85,24,37,0,0,0,0,0,0,0,0,23,0,5,0,109,63,27,28
15000US060014215001,0,0,0,0,0,0,0,9,26,9,46,16,91,87,64,66,0,0,0,0,0,0,0,0,9,13,39,0,167,144,61,37
15000US060014215002,0,0,0,0,0,0,0,0,0,0,10,45,123,103,47,103,10,0,0,0,0,0,0,0,48,18,39,7,217,88,109,55
15000US060014215003,0,0,0,0,0,5,0,0,28,15,53,0,119,109,87,95,0,0,0,0,0,0,19,0,12,14,25,49,184,156,34,32
15000US060014216001,0,0,0,0,0,0,0,19,13,0,23,0,88,87,31,82,0,0,0,0,0,0,0,0,19,8,17,19,160,109,9,17
15000US060014216002,0,0,0,0,0,0,0,0,7,7,13,0,172,85,76,69,0,0,0,0,0,0,0,7,13,9,21,20,162,172,76,49
15000US060014216003,0,0,0,0,0,0,0,0,12,19,8,0,67,62,0,55,0,0,0,0,0,0,0,0,25,18,9,21,117,97,34,17
15000US060014216004,0,0,0,0,0,0,0,0,10,0,0,0,39,47,18,112,0,0,0,0,0,0,0,0,4,9,31,0,113,133,46,32
15000US060014217001,0,0,0,0,0,0,0,0,22,9,48,19,215,293,57,62,0,0,0,0,0,0,0,5,0,0,33,0,163,170,112,44
15000US060014217002,0,0,0,0,0,2,0,10,29,0,22,25,131,12,35,16,0,0,0,0,0,0,0,0,19,0,29,42,197,146,20,9
15000US060014217003,0,0,0,0,0,0,0,0,9,0,36,9,69,116,0,46,0,0,0,0,10,0,0,14,23,11,40,6,216,126,29,16
15000US060014218001,1,0,0,0,0,0,0,16,45,14,25,5,161,67,29,64,15,0,0,0,0,7,0,2,23,0,19,6,124,149,21,53
15000US060014218002,9,0,0,0,0,0,0,0,4,21,39,6,117,114,25,45,5,0,0,0,0,0,0,0,7,9,39,35,132,162,39,42
15000US060014219001,0,0,0,0,0,0,0,0,0,0,63,0,101,55,24,15,0,0,0,0,0,0,0,0,11,0,13,16,173,89,50,25
15000US060014219002,0,0,0,0,0,0,0,0,21,0,69,7,153,86,27,25,0,0,0,0,0,0,0,0,11,0,36,13,112,180,9,34
15000US060014219003,0,0,0,0,0,0,0,0,8,40,57,6,80,68,25,28,0,0,0,0,0,0,0,0,0,26,54,0,171,75,22,19
15000US060014219004,0,0,0,32,0,0,0,0,16,0,14,10,198,37,16,18,0,0,0,0,0,0,0,0,36,8,10,9,140,153,6,23
15000US060014220001,20,0,0,0,0,0,0,0,28,39,84,5,229,94,6,37,19,0,13,0,0,0,0,0,0,6,66,27,221,116,4,11
