GEOID,UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Estimate),UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Margin of Error),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Estimate),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Margin of Error)
15000US060014302005,88.0,-1.0,30.0,-1.0
15000US060014303001,149.0,-1.0,57.0,-1.0
15000US060014303002,107.0,-1.0,41.0,-1.0
15000US060014303003,97.0,-1.0,39.0,-1.0
15000US060014304001,149.0,-1.0,57.0,-1.0
15000US060014304002,146.0,-1.0,58.0,-1.0
15000US060014305001,208.0,-1.0,48.0,-1.0
15000US060014305002,77.0,-1.0,37.0,-1.0
15000US060014305003,85.0,-1.0,35.0,-1.0
15000US060014306001,54.0,-1.0,22.0,-1.0
15000US060014306002,49.0,-1.0,22.0,-1.0
15000US060014306003,146.0,-1.0,56.0,-1.0
15000US060014306004,60.0,-1.0,17.0,-1.0
15000US060014307001,77.0,-1.0,27.0,-1.0
15000US060014307002,150.0,-1.0,56.0,-1.0
15000US060014307003,124.0,-1.0,41.0,-1.0
15000US060014308001,37.0,-1.0,16.0,-1.0
15000US060014308002,47.0,-1.0,18.0,-1.0
15000US060014308003,100.0,-1.0,36.0,-1.0
15000US060014308004,99.0,-1.0,40.0,-1.0
15000US060014309001,187.0,-1.0,79.0,-1.0
15000US060014309002,274.0,-1.0,93.0,-1.0
15000US060014310001,96.0,-1.0,51.0,-1.0
15000US060014310002,142.0,-1.0,55.0,-1.0
15000US060014311001,134.0,-1.0,57.0,-1.0
15000US060014311002,176.0,-1.0,70.0,-1.0
15000US060014312001,75.0,-1.0,36.0,-1.0
15000US060014312002,86.0,-1.0,36.0,-1.0
15000US060014312003,105.0,-1.0,50.0,-1.0
15000US060014321001,136.0,-1.0,56.0,-1.0
15000US060014321002,89.0,-1.0,36.0,-1.0
15000US060014321003,90.0,-1.0,39.0,-1.0
15000US060014322001,76.0,-1.0,37.0,-1.0
15000US060014322002,76.0,-1.0,31.0,-1.0
15000US060014322003,182.0,-1.0,78.0,-1.0
15000US060014323001,101.0,-1.0,41.0,-1.0
15000US060014323002,64.0,-1.0,31.0,-1.0
15000US060014323003,198.0,-1.0,76.0,-1.0
15000US060014324001,152.0,-1.0,41.0,-1.0
15000US060014324002,168.0,-1.0,61.0,-1.0
15000US060014324003,177.0,-1.0,58.0,-1.0
15000US060014325011,115.0,-1.0,34.0,-1.0
15000US060014325012,65.0,-1.0,27.0,-1.0
15000US060014325013,215.0,-1.0,73.0,-1.0
15000US060014325021,182.0,-1.0,61.0,-1.0
15000US060014325022,96.0,-1.0,31.0,-1.0
15000US060014325023,89.0,-1.0,32.0,-1.0
15000US060014326001,54.0,-1.0,32.0,-1.0
15000US060014326002,60.0,-1.0,30.0,-1.0
15000US060014326003,57.0,-1.0,18.0,-1.0
15000US060014326004,35.0,-1.0,16.0,-1.0
15000US060014326005,138.0,-1.0,57.0,-1.0
15000US060014327001,84.0,-1.0,32.0,-1.0
15000US060014327002,80.0,-1.0,32.0,-1.0
15000US060014327003,85.0,-1.0,36.0,-1.0
15000US060014328001,59.0,-1.0,26.0,-1.0
15000US060014328002,167.0,-1.0,70.0,-1.0
15000US060014328003,81.0,-1.0,33.0,-1.0
15000US060014330001,85.0,-1.0,38.0,-1.0
15000US060014330002,97.0,-1.0,42.0,-1.0
15000US060014330003,75.0,-1.0,27.0,-1.0
15000US060014330004,69.0,-1.0,29.0,-1.0
15000US060014331021,130.0,-1.0,48.0,-1.0
15000US060014331022,200.0,-1.0,77.0,-1.0
15000US060014331031,166.0,-1.0,78.0,-1.0
15000US060014331032,61.0,-1.0,30.0,-1.0
15000US060014331041,61.0,-1.0,30.0,-1.0
15000US060014331042,65.0,-1.0,29.0,-1.0
15000US060014331043,174.0,-1.0,84.0,-1.0
15000US060014332001,90.0,-1.0,33.0,-1.0
15000US060014332002,122.0,-1.0,46.0,-1.0
15000US060014332003,68.0,-1.0,33.0,-1.0
15000US060014332004,90.0,-1.0,28.0,-1.0
15000US060014333001,78.0,-1.0,28.0,-1.0
15000US060014333002,57.0,-1.0,15.0,-1.0
15000US060014333003,79.0,-1.0,25.0,-1.0
15000US060014333004,83.0,-1.0,28.0,-1.0
15000US060014333005,71.0,-1.0,25.0,-1.0
15000US060014334001,43.0,-1.0,16.0,-1.0
15000US060014334002,31.0,-1.0,15.0,-1.0
15000US060014334003,29.0,-1.0,19.0,-1.0
15000US060014334004,83.0,-1.0,25.0,-1.0
15000US060014334005,41.0,-1.0,14.0,-1.0
15000US060014334006,58.0,-1.0,29.0,-1.0
15000US060014335001,67.0,-1.0,26.0,-1.0
15000US060014335002,92.0,-1.0,30.0,-1.0
15000US060014335003,108.0,-1.0,40.0,-1.0
15000US060014335004,86.0,-1.0,37.0,-1.0
15000US060014336001,41.0,-1.0,16.0,-1.0
15000US060014336002,67.0,-1.0,26.0,-1.0
15000US060014336003,79.0,-1.0,32.0,-1.0
15000US060014336004,82.0,-1.0,31.0,-1.0
15000US060014337001,105.0,-1.0,36.0,-1.0
15000US060014337002,89.0,-1.0,28.0,-1.0
15000US060014337003,71.0,-1.0,23.0,-1.0
15000US060014338001,38.0,-1.0,15.0,-1.0
15000US060014338002,160.0,-1.0,40.0,-1.0
15000US060014338003,97.0,-1.0,45.0,-1.0
15000US060014338004,132.0,-1.0,35.0,-1.0
15000US060014339001,77.0,-1.0,25.0,-1.0
15000US060014339002,55.0,-1.0,21.0,-1.0
15000US060014339003,57.0,-1.0,19.0,-1.0
15000US060014339004,80.0,-1.0,28.0,-1.0
15000US060014340001,168.0,-1.0,69.0,-1.0
15000US060014340002,91.0,-1.0,31.0,-1.0
15000US060014340003,106.0,-1.0,43.0,-1.0
15000US060014351021,169.0,-1.0,68.0,-1.0
15000US060014351022,413.0,-1.0,71.0,-1.0
15000US060014351031,179.0,-1.0,65.0,-1.0
15000US060014351032,174.0,-1.0,59.0,-1.0
15000US060014351033,39.0,-1.0,13.0,-1.0
15000US060014351041,135.0,-1.0,67.0,-1.0
15000US060014351042,180.0,-1.0,61.0,-1.0
15000US060014351043,81.0,-1.0,23.0,-1.0
15000US060014352001,172.0,-1.0,67.0,-1.0
15000US060014352002,166.0,-1.0,51.0,-1.0
15000US060014353001,139.0,-1.0,36.0,-1.0
15000US060014353002,142.0,-1.0,64.0,-1.0
15000US060014353003,86.0,-1.0,37.0,-1.0
15000US060014354001,154.0,-1.0,82.0,-1.0
15000US060014354002,66.0,-1.0,36.0,-1.0
15000US060014354003,125.0,-1.0,48.0,-1.0
15000US060014355001,73.0,-1.0,36.0,-1.0
15000US060014355002,135.0,-1.0,49.0,-1.0
15000US060014355003,127.0,-1.0,40.0,-1.0
15000US060014356011,215.0,-1.0,70.0,-1.0
15000US060014356012,140.0,-1.0,42.0,-1.0
15000US060014356021,110.0,-1.0,34.0,-1.0
15000US060014356022,63.0,-1.0,29.0,-1.0
15000US060014356023,143.0,-1.0,35.0,-1.0
15000US060014356024,107.0,-1.0,40.0,-1.0
15000US060014357001,89.0,-1.0,30.0,-1.0
15000US060014357002,89.0,-1.0,27.0,-1.0
15000US060014357003,105.0,-1.0,37.0,-1.0
15000US060014357004,98.0,-1.0,31.0,-1.0
15000US060014358001,102.0,-1.0,36.0,-1.0
15000US060014358002,108.0,-1.0,36.0,-1.0
15000US060014358003,110.0,-1.0,38.0,-1.0
15000US060014358004,107.0,-1.0,33.0,-1.0
15000US060014359001,150.0,-1.0,54.0,-1.0
15000US060014359002,145.0,-1.0,45.0,-1.0
15000US060014359003,110.0,-1.0,32.0,-1.0
15000US060014359004,65.0,-1.0,21.0,-1.0
15000US060014360001,80.0,-1.0,29.0,-1.0
15000US060014360002,166.0,-1.0,56.0,-1.0
15000US060014360003,121.0,-1.0,48.0,-1.0
15000US060014361001,93.0,-1.0,33.0,-1.0
15000US060014361002,175.0,-1.0,66.0,-1.0
15000US060014361003,171.0,-1.0,58.0,-1.0
15000US060014362001,119.0,-1.0,40.0,-1.0
15000US060014362002,236.0,-1.0,70.0,-1.0
15000US060014363001,99.0,-1.0,29.0,-1.0
15000US060014363002,128.0,-1.0,42.0,-1.0
15000US060014363003,63.0,-1.0,19.0,-1.0
15000US060014363004,95.0,-1.0,33.0,-1.0
15000US060014364011,52.0,-1.0,21.0,-1.0
15000US060014364012,115.0,-1.0,47.0,-1.0
15000US060014364013,88.0,-1.0,32.0,-1.0
15000US060014364014,57.0,-1.0,27.0,-1.0
15000US060014364015,41.0,-1.0,14.0,-1.0
15000US060014364021,169.0,-1.0,61.0,-1.0
15000US060014364022,110.0,-1.0,45.0,-1.0
15000US060014365001,162.0,-1.0,59.0,-1.0
15000US060014365002,258.0,-1.0,106.0,-1.0
15000US060014366011,113.0,-1.0,39.0,-1.0
15000US060014366012,204.0,-1.0,68.0,-1.0
15000US060014366013,151.0,-1.0,39.0,-1.0
15000US060014366021,265.0,-1.0,104.0,-1.0
15000US060014366022,109.0,-1.0,33.0,-1.0
15000US060014367001,106.0,-1.0,39.0,-1.0
15000US060014367002,162.0,-1.0,53.0,-1.0
15000US060014368001,147.0,-1.0,54.0,-1.0
15000US060014368002,133.0,-1.0,51.0,-1.0
15000US060014369001,144.0,-1.0,39.0,-1.0
15000US060014369002,84.0,-1.0,25.0,-1.0
15000US060014369003,81.0,-1.0,25.0,-1.0
15000US060014369004,133.0,-1.0,44.0,-1.0
15000US060014370001,150.0,-1.0,52.0,-1.0
15000US060014370002,98.0,-1.0,34.0,-1.0
15000US060014370003,111.0,-1.0,48.0,-1.0
15000US060014371011,259.0,-1.0,83.0,-1.0
15000US060014371012,154.0,-1.0,48.0,-1.0
15000US060014371013,145.0,-1.0,42.0,-1.0
15000US060014371021,98.0,-1.0,40.0,-1.0
15000US060014371022,152.0,-1.0,50.0,-1.0
15000US060014371023,112.0,-1.0,33.0,-1.0
15000US060014372001,186.0,-1.0,57.0,-1.0
15000US060014372002,50.0,-1.0,16.0,-1.0
15000US060014372003,66.0,-1.0,28.0,-1.0
15000US060014372004,118.0,-1.0,36.0,-1.0
15000US060014373001,122.0,-1.0,35.0,-1.0
15000US060014373002,188.0,-1.0,57.0,-1.0
15000US060014373003,99.0,-1.0,28.0,-1.0
15000US060014374001,139.0,-1.0,39.0,-1.0
15000US060014374002,349.0,-1.0,113.0,-1.0
15000US060014375001,167.0,-1.0,39.0,-1.0
15000US060014375002,196.0,-1.0,58.0,-1.0
15000US060014376001,326.0,-1.0,92.0,-1.0
15000US060014376002,166.0,-1.0,46.0,-1.0
15000US060014377011,59.0,-1.0,14.0,-1.0
15000US060014377012,173.0,-1.0,54.0,-1.0
15000US060014377013,75.0,-1.0,20.0,-1.0
15000US060014377021,187.0,-1.0,50.0,-1.0
15000US060014377022,142.0,-1.0,34.0,-1.0
15000US060014378001,309.0,-1.0,101.0,-1.0
15000US060014378002,76.0,-1.0,23.0,-1.0
15000US060014379001,149.0,-1.0,54.0,-1.0
15000US060014379002,172.0,-1.0,48.0,-1.0
15000US060014380001,201.0,-1.0,66.0,-1.0
15000US060014380002,110.0,-1.0,32.0,-1.0
15000US060014381001,79.0,-1.0,26.0,-1.0
15000US060014381002,34.0,-1.0,12.0,-1.0
15000US060014381003,37.0,-1.0,13.0,-1.0
15000US060014381004,87.0,-1.0,27.0,-1.0
15000US060014381005,72.0,-1.0,17.0,-1.0
15000US060014381006,71.0,-1.0,18.0,-1.0
15000US060014382011,120.0,-1.0,30.0,-1.0
15000US060014382012,150.0,-1.0,46.0,-1.0
15000US060014382013,122.0,-1.0,28.0,-1.0
15000US060014382031,171.0,-1.0,56.0,-1.0
15000US060014382032,180.0,-1.0,49.0,-1.0
15000US060014382041,143.0,-1.0,51.0,-1.0
15000US060014382042,88.0,-1.0,39.0,-1.0
15000US060014382043,245.0,-1.0,92.0,-1.0
15000US060014383001,176.0,-1.0,43.0,-1.0
15000US060014383002,215.0,-1.0,49.0,-1.0
15000US060014383003,125.0,-1.0,33.0,-1.0
15000US060014384001,159.0,-1.0,52.0,-1.0
15000US060014384002,180.0,-1.0,58.0,-1.0
15000US060014401001,375.0,-1.0,173.0,-1.0
15000US060014402001,146.0,-1.0,33.0,-1.0
15000US060014402002,123.0,-1.0,30.0,-1.0
15000US060014402003,137.0,-1.0,39.0,-1.0
15000US060014402004,110.0,-1.0,31.0,-1.0
15000US060014403011,79.0,-1.0,26.0,-1.0
15000US060014403012,89.0,-1.0,29.0,-1.0
15000US060014403013,79.0,-1.0,29.0,-1.0
15000US060014403014,79.0,-1.0,21.0,-1.0
15000US060014403041,131.0,-1.0,35.0,-1.0
15000US060014403042,166.0,-1.0,51.0,-1.0
15000US060014403043,133.0,-1.0,37.0,-1.0
15000US060014403051,133.0,-1.0,41.0,-1.0
15000US060014403052,183.0,-1.0,44.0,-1.0
15000US060014403053,271.0,-1.0,77.0,-1.0
15000US060014403061,303.0,-1.0,89.0,-1.0
15000US060014403062,174.0,-1.0,46.0,-1.0
15000US060014403071,218.0,-1.0,87.0,-1.0
15000US060014403072,88.0,-1.0,30.0,-1.0
15000US060014403073,75.0,-1.0,27.0,-1.0
15000US060014403081,144.0,-1.0,58.0,-1.0
15000US060014403082,91.0,-1.0,31.0,-1.0
15000US060014403083,140.0,-1.0,41.0,-1.0
15000US060014403084,155.0,-1.0,59.0,-1.0
15000US060014403311,297.0,-1.0,79.0,-1.0
15000US060014403312,211.0,-1.0,67.0,-1.0
15000US060014403321,227.0,-1.0,59.0,-1.0
15000US060014403322,318.0,-1.0,92.0,-1.0
15000US060014403331,239.0,-1.0,70.0,-1.0
15000US060014403332,166.0,-1.0,52.0,-1.0
15000US060014403341,127.0,-1.0,36.0,-1.0
15000US060014403342,190.0,-1.0,54.0,-1.0
15000US060014403351,161.0,-1.0,44.0,-1.0
15000US060014403352,166.0,-1.0,74.0,-1.0
15000US060014403361,172.0,-1.0,54.0,-1.0
15000US060014403362,220.0,-1.0,63.0,-1.0
15000US060014411001,195.0,-1.0,77.0,-1.0
15000US060014411002,176.0,-1.0,66.0,-1.0
15000US060014412001,150.0,-1.0,61.0,-1.0
15000US060014412002,79.0,-1.0,28.0,-1.0
15000US060014412003,173.0,-1.0,56.0,-1.0
15000US060014413011,89.0,-1.0,27.0,-1.0
15000US060014413012,214.0,-1.0,82.0,-1.0
15000US060014413021,179.0,-1.0,60.0,-1.0
15000US060014413022,124.0,-1.0,46.0,-1.0
15000US060014413023,98.0,-1.0,32.0,-1.0
15000US060014413024,147.0,-1.0,49.0,-1.0
15000US060014414011,88.0,-1.0,27.0,-1.0
15000US060014414012,87.0,-1.0,30.0,-1.0
15000US060014414013,41.0,-1.0,15.0,-1.0
15000US060014414014,143.0,-1.0,46.0,-1.0
15000US060014414021,205.0,-1.0,65.0,-1.0
15000US060014414022,199.0,-1.0,63.0,-1.0
15000US060014414023,115.0,-1.0,41.0,-1.0
15000US060014415011,283.0,-1.0,82.0,-1.0
15000US060014415012,256.0,-1.0,79.0,-1.0
15000US060014415031,427.0,-1.0,138.0,-1.0
15000US060014415032,178.0,-1.0,49.0,-1.0
15000US060014415211,188.0,-1.0,51.0,-1.0
15000US060014415212,167.0,-1.0,54.0,-1.0
15000US060014415213,149.0,-1.0,48.0,-1.0
15000US060014415214,71.0,-1.0,34.0,-1.0
15000US060014415221,146.0,-1.0,41.0,-1.0
15000US060014415222,164.0,-1.0,48.0,-1.0
15000US060014415223,191.0,-1.0,56.0,-1.0
15000US060014415231,143.0,-1.0,47.0,-1.0
15000US060014415232,109.0,-1.0,42.0,-1.0
15000US060014415233,116.0,-1.0,37.0,-1.0
15000US060014415241,246.0,-1.0,72.0,-1.0
15000US060014415242,125.0,-1.0,42.0,-1.0
15000US060014416011,63.0,-1.0,26.0,-1.0
15000US060014416012,234.0,-1.0,74.0,-1.0
15000US060014416013,143.0,-1.0,42.0,-1.0
15000US060014416021,131.0,-1.0,44.0,-1.0
15000US060014416022,65.0,-1.0,16.0,-1.0
15000US060014416023,141.0,-1.0,46.0,-1.0
15000US060014416024,62.0,-1.0,20.0,-1.0
15000US060014417001,111.0,-1.0,56.0,-1.0
15000US060014417002,140.0,-1.0,43.0,-1.0
15000US060014417003,50.0,-1.0,15.0,-1.0
15000US060014417004,102.0,-1.0,36.0,-1.0
15000US060014418001,148.0,-1.0,50.0,-1.0
15000US060014418002,68.0,-1.0,21.0,-1.0
15000US060014418003,119.0,-1.0,41.0,-1.0
15000US060014418004,55.0,-1.0,17.0,-1.0
15000US060014419211,115.0,-1.0,30.0,-1.0
15000US060014419212,218.0,-1.0,86.0,-1.0
15000US060014419231,139.0,-1.0,27.0,-1.0
15000US060014419232,64.0,-1.0,27.0,-1.0
15000US060014419233,153.0,-1.0,54.0,-1.0
15000US060014419241,144.0,-1.0,50.0,-1.0
15000US060014419242,86.0,-1.0,37.0,-1.0
15000US060014419243,125.0,-1.0,47.0,-1.0
15000US060014419244,68.0,-1.0,25.0,-1.0
15000US060014419251,170.0,-1.0,81.0,-1.0
15000US060014419252,155.0,-1.0,70.0,-1.0
15000US060014419261,205.0,-1.0,67.0,-1.0
15000US060014419262,191.0,-1.0,64.0,-1.0
15000US060014419271,215.0,-1.0,90.0,-1.0
15000US060014419272,173.0,-1.0,80.0,-1.0
15000US060014420001,206.0,-1.0,66.0,-1.0
15000US060014420002,124.0,-1.0,39.0,-1.0
15000US060014421001,239.0,-1.0,75.0,-1.0
15000US060014421002,273.0,-1.0,96.0,-1.0
15000US060014422001,127.0,-1.0,38.0,-1.0
15000US060014422002,114.0,-1.0,39.0,-1.0
15000US060014422003,93.0,-1.0,30.0,-1.0
15000US060014422004,71.0,-1.0,23.0,-1.0
15000US060014423011,150.0,-1.0,49.0,-1.0
15000US060014423012,94.0,-1.0,33.0,-1.0
15000US060014423013,181.0,-1.0,63.0,-1.0
15000US060014423021,166.0,-1.0,70.0,-1.0
15000US060014423022,179.0,-1.0,69.0,-1.0
15000US060014423023,124.0,-1.0,49.0,-1.0
15000US060014424001,105.0,-1.0,39.0,-1.0
15000US060014424002,139.0,-1.0,48.0,-1.0
15000US060014424003,127.0,-1.0,42.0,-1.0
15000US060014424004,146.0,-1.0,52.0,-1.0
15000US060014425001,108.0,-1.0,29.0,-1.0
15000US060014425002,71.0,-1.0,26.0,-1.0
15000US060014425003,114.0,-1.0,34.0,-1.0
15000US060014425004,83.0,-1.0,25.0,-1.0
15000US060014426011,128.0,-1.0,44.0,-1.0
15000US060014426012,190.0,-1.0,70.0,-1.0
15000US060014426021,170.0,-1.0,65.0,-1.0
15000US060014426022,210.0,-1.0,77.0,-1.0
15000US060014427001,137.0,-1.0,42.0,-1.0
15000US060014427002,91.0,-1.0,31.0,-1.0
15000US060014427003,75.0,-1.0,30.0,-1.0
15000US060014428001,418.0,-1.0,144.0,-1.0
15000US060014429001,110.0,-1.0,33.0,-1.0
15000US060014429002,94.0,-1.0,29.0,-1.0
15000US060014429003,168.0,-1.0,49.0,-1.0
15000US060014429004,63.0,-1.0,20.0,-1.0
15000US060014430011,387.0,-1.0,115.0,-1.0
15000US060014430021,108.0,-1.0,38.0,-1.0
15000US060014430022,182.0,-1.0,57.0,-1.0
15000US060014430023,255.0,-1.0,79.0,-1.0
15000US060014431021,119.0,-1.0,39.0,-1.0
15000US060014431022,100.0,-1.0,29.0,-1.0
15000US060014431023,115.0,-1.0,36.0,-1.0
15000US060014431024,132.0,-1.0,41.0,-1.0
15000US060014431031,127.0,-1.0,30.0,-1.0
15000US060014431032,261.0,-1.0,86.0,-1.0
15000US060014431041,155.0,-1.0,51.0,-1.0
15000US060014431042,118.0,-1.0,38.0,-1.0
15000US060014431043,277.0,-1.0,81.0,-1.0
15000US060014431051,181.0,-1.0,66.0,-1.0
15000US060014431052,234.0,-1.0,73.0,-1.0
15000US060014432001,242.0,-1.0,80.0,-1.0
15000US060014432002,101.0,-1.0,34.0,-1.0
15000US060014433011,109.0,-1.0,34.0,-1.0
15000US060014433012,268.0,-1.0,83.0,-1.0
15000US060014433211,78.0,-1.0,34.0,-1.0
15000US060014433212,240.0,-1.0,92.0,-1.0
15000US060014433221,297.0,-1.0,95.0,-1.0
15000US060014433222,255.0,-1.0,76.0,-1.0
15000US060014441001,159.0,-1.0,54.0,-1.0
15000US060014441002,65.0,-1.0,28.0,-1.0
15000US060014441003,68.0,-1.0,22.0,-1.0
15000US060014441004,67.0,-1.0,29.0,-1.0
15000US060014442001,113.0,-1.0,33.0,-1.0
15000US060014442002,228.0,-1.0,67.0,-1.0
15000US060014442003,222.0,-1.0,77.0,-1.0
15000US060014443011,165.0,-1.0,53.0,-1.0
15000US060014443012,186.0,-1.0,60.0,-1.0
15000US060014443021,157.0,-1.0,47.0,-1.0
15000US060014443022,210.0,-1.0,66.0,-1.0
15000US060014444001,113.0,-1.0,36.0,-1.0
15000US060014444002,167.0,-1.0,57.0,-1.0
15000US060014444003,109.0,-1.0,39.0,-1.0
15000US060014445001,75.0,-1.0,18.0,-1.0
15000US060014445002,160.0,-1.0,47.0,-1.0
15000US060014445003,130.0,-1.0,39.0,-1.0
15000US060014445004,177.0,-1.0,69.0,-1.0
15000US060014446011,228.0,-1.0,73.0,-1.0
15000US060014446012,208.0,-1.0,65.0,-1.0
15000US060014446021,209.0,-1.0,93.0,-1.0
15000US060014446022,102.0,-1.0,38.0,-1.0
15000US060014501011,403.0,-1.0,169.0,-1.0
15000US060014501021,183.0,-1.0,9.0,-1.0
15000US060014501022,366.0,-1.0,0.0,-1.0
15000US060014501023,314.0,-1.0,111.0,-1.0
15000US060014502001,107.0,-1.0,45.0,-1.0
15000US060014502002,154.0,-1.0,68.0,-1.0
15000US060014502003,122.0,-1.0,60.0,-1.0
15000US060014503001,196.0,-1.0,62.0,-1.0
15000US060014503002,245.0,-1.0,94.0,-1.0
15000US060014504001,96.0,-1.0,38.0,-1.0
15000US060014504002,70.0,-1.0,26.0,-1.0
15000US060014504003,144.0,-1.0,50.0,-1.0
15000US060014505011,63.0,-1.0,24.0,-1.0
15000US060014505012,247.0,-1.0,94.0,-1.0
15000US060014505021,240.0,-1.0,83.0,-1.0
15000US060014505022,267.0,-1.0,92.0,-1.0
15000US060014506011,175.0,-1.0,83.0,-1.0
15000US060014506012,274.0,-1.0,104.0,-1.0
15000US060014506021,48.0,-1.0,28.0,-1.0
15000US060014506022,107.0,-1.0,43.0,-1.0
15000US060014506023,146.0,-1.0,50.0,-1.0
15000US060014506024,53.0,-1.0,16.0,-1.0
15000US060014506025,170.0,-1.0,59.0,-1.0
15000US060014506031,101.0,-1.0,38.0,-1.0
15000US060014506032,73.0,-1.0,25.0,-1.0
15000US060014506033,146.0,-1.0,50.0,-1.0
15000US060014506034,136.0,-1.0,41.0,-1.0
15000US060014506041,120.0,-1.0,42.0,-1.0
15000US060014506042,222.0,-1.0,82.0,-1.0
15000US060014506043,88.0,-1.0,30.0,-1.0
15000US060014506044,69.0,-1.0,24.0,-1.0
15000US060014506051,157.0,-1.0,59.0,-1.0
15000US060014506052,102.0,-1.0,36.0,-1.0
15000US060014506053,110.0,-1.0,48.0,-1.0
15000US060014506061,192.0,-1.0,68.0,-1.0
15000US060014506062,147.0,-1.0,49.0,-1.0
15000US060014506063,214.0,-1.0,80.0,-1.0
15000US060014506071,158.0,-1.0,75.0,-1.0
15000US060014506072,102.0,-1.0,53.0,-1.0
15000US060014507011,77.0,-1.0,28.0,-1.0
15000US060014507012,46.0,-1.0,18.0,-1.0
15000US060014507013,320.0,-1.0,106.0,-1.0
15000US060014507014,140.0,-1.0,42.0,-1.0
15000US060014507411,112.0,-1.0,48.0,-1.0
15000US060014507412,145.0,-1.0,53.0,-1.0
15000US060014507413,163.0,-1.0,56.0,-1.0
15000US060014507421,164.0,-1.0,68.0,-1.0
15000US060014507422,114.0,-1.0,41.0,-1.0
15000US060014507423,141.0,-1.0,67.0,-1.0
15000US060014507431,150.0,-1.0,51.0,-1.0
15000US060014507432,307.0,-1.0,123.0,-1.0
15000US060014507441,299.0,-1.0,97.0,-1.0
15000US060014507442,221.0,-1.0,75.0,-1.0
15000US060014507451,204.0,-1.0,66.0,-1.0
15000US060014507452,193.0,-1.0,80.0,-1.0
15000US060014507461,229.0,-1.0,95.0,-1.0
15000US060014507462,73.0,-1.0,28.0,-1.0
15000US060014507501,361.0,-1.0,172.0,-1.0
15000US060014507511,666.0,-1.0,206.0,-1.0
15000US060014507521,495.0,-1.0,151.0,-1.0
15000US060014511011,124.0,-1.0,42.0,-1.0
15000US060014511012,130.0,-1.0,45.0,-1.0
15000US060014511013,161.0,-1.0,70.0,-1.0
15000US060014511014,0.0,-1.0,0.0,-1.0
15000US060014511015,101.0,-1.0,31.0,-1.0
15000US060014511021,118.0,-1.0,45.0,-1.0
15000US060014511022,286.0,-1.0,95.0,-1.0
15000US060014512011,158.0,-1.0,59.0,-1.0
15000US060014512012,144.0,-1.0,56.0,-1.0
15000US060014512013,80.0,-1.0,28.0,-1.0
15000US060014512021,191.0,-1.0,83.0,-1.0
15000US060014512022,82.0,-1.0,29.0,-1.0
15000US060014512023,77.0,-1.0,27.0,-1.0
15000US060014513001,158.0,-1.0,56.0,-1.0
15000US060014513002,102.0,-1.0,36.0,-1.0
15000US060014513003,113.0,-1.0,39.0,-1.0
15000US060014514011,77.0,-1.0,35.0,-1.0
15000US060014514012,134.0,-1.0,52.0,-1.0
15000US060014514013,95.0,-1.0,31.0,-1.0
15000US060014514031,117.0,-1.0,46.0,-1.0
15000US060014514032,211.0,-1.0,78.0,-1.0
15000US060014514041,113.0,-1.0,39.0,-1.0
15000US060014514042,89.0,-1.0,21.0,-1.0
15000US060014514043,137.0,-1.0,54.0,-1.0
15000US060014515011,151.0,-1.0,70.0,-1.0
15000US060014515012,270.0,-1.0,93.0,-1.0
15000US060014515031,151.0,-1.0,63.0,-1.0
15000US060014515032,55.0,-1.0,21.0,-1.0
15000US060014515033,21.0,-1.0,8.0,-1.0
15000US060014515034,58.0,-1.0,18.0,-1.0
15000US060014515041,241.0,-1.0,94.0,-1.0
15000US060014515051,117.0,-1.0,40.0,-1.0
15000US060014515052,192.0,-1.0,75.0,-1.0
15000US060014515061,169.0,-1.0,71.0,-1.0
15000US060014515062,58.0,-1.0,21.0,-1.0
15000US060014516011,143.0,-1.0,65.0,-1.0
15000US060014516012,311.0,-1.0,115.0,-1.0
15000US060014516021,117.0,-1.0,64.0,-1.0
15000US060014516022,56.0,-1.0,26.0,-1.0
15000US060014516023,96.0,-1.0,34.0,-1.0
15000US060014516024,83.0,-1.0,31.0,-1.0
15000US060014517011,65.0,-1.0,26.0,-1.0
15000US060014517012,128.0,-1.0,50.0,-1.0
15000US060014517013,68.0,-1.0,23.0,-1.0
15000US060014517031,138.0,-1.0,44.0,-1.0
15000US060014517032,243.0,-1.0,79.0,-1.0
15000US060014517041,125.0,-1.0,47.0,-1.0
15000US060014517042,204.0,-1.0,70.0,-1.0
15000US060014517043,77.0,-1.0,33.0,-1.0
15000US060019819001,11.0,-1.0,7.0,-1.0
15000US060019820001,16.0,-1.0,8.0,-1.0
15000US060019832001,117.0,-1.0,75.0,-1.0
15000US060019900000,0.0,-1.0,0.0,-1.0
15000US060030100001,62.0,-1.0,151.0,-1.0
15000US060030100002,241.0,-1.0,159.0,-1.0
15000US060050001011,103.0,-1.0,76.0,-1.0
15000US060050001012,82.0,-1.0,42.0,-1.0
15000US060050001013,66.0,-1.0,40.0,-1.0
15000US060050001014,47.0,-1.0,27.0,-1.0
15000US060050001021,115.0,-1.0,115.0,-1.0
15000US060050001022,123.0,-1.0,72.0,-1.0
15000US060050002001,38.0,-1.0,18.0,-1.0
15000US060050002002,102.0,-1.0,52.0,-1.0
